v,s,insum,serr,vmod,smod,gaussian fit params,,
,,,,425.0201,0.00286,,,
,,,,426.0201,0.00283,,,
,,,,427.0201,0.0028,,,
,,,,428.0201,0.00277,,,
,,,,429.0201,0.00274,,,
,,,,430.0201,0.0027,,,
,,,,431.0201,0.00267,,,
,,,,432.0201,0.00264,,,
,,,,433.0201,0.00261,,,
,,,,434.0201,0.00258,,,
,,,,435.0201,0.00255,,,
,,,,436.0201,0.00253,,,
,,,,437.0201,0.0025,,,
,,,,438.0201,0.00247,,,
,,,,439.0201,0.00244,,,
,,,,440.0201,0.00241,,,
,,,,441.0201,0.00238,,,
,,,,442.0201,0.00236,,,
,,,,443.0201,0.00233,,,
,,,,444.0201,0.0023,,,
,,,,445.0201,0.00228,,,
,,,,446.0201,0.00225,,,
,,,,447.0201,0.00222,,,
,,,,448.0201,0.0022,,,
,,,,449.0201,0.00217,,,
,,,,450.0201,0.00215,,,
,,,,451.0201,0.00212,,,
,,,,452.0201,0.0021,,,
,,,,453.0201,0.00207,,,
,,,,454.0201,0.00205,,,
,,,,455.0201,0.00202,,,
,,,,456.0201,0.002,,,
,,,,457.0201,0.00198,,,
,,,,458.0201,0.00195,,,
,,,,459.0201,0.00193,,,
,,,,460.0201,0.00191,,,
,,,,461.0201,0.00188,,,
,,,,462.0201,0.00186,,,
,,,,463.0201,0.00184,,,
,,,,464.0201,0.00182,,,
,,,,465.0201,0.0018,,,
,,,,466.0201,0.00177,,,
,,,,467.0201,0.00175,,,
,,,,468.0201,0.00173,,,
,,,,469.0201,0.00171,,,
,,,,470.0201,0.00169,,,
,,,,471.0201,0.00167,,,
,,,,472.0201,0.00165,,,
,,,,473.0201,0.00163,,,
,,,,474.0201,0.00161,,,
,,,,475.0201,0.00159,,,
,,,,476.0201,0.00157,,,
,,,,477.0201,0.00155,,,
,,,,478.0201,0.00153,,,
,,,,479.0201,0.00151,,,
,,,,480.0201,0.0015,,,
,,,,481.0201,0.00148,,,
,,,,482.0201,0.00146,,,
,,,,483.0201,0.00144,,,
,,,,484.0201,0.00142,,,
,,,,485.0201,0.00141,,,
,,,,486.0201,0.00139,,,
,,,,487.0201,0.00137,,,
,,,,488.0201,0.00135,,,
,,,,489.0201,0.00134,,,
,,,,490.0201,0.00132,,,
,,,,491.0201,0.0013,,,
,,,,492.0201,0.00129,,,
,,,,493.0201,0.00127,,,
,,,,494.0201,0.00126,,,
,,,,495.0201,0.00124,,,
,,,,496.0201,0.00122,,,
,,,,497.0201,0.00121,,,
,,,,498.0201,0.00119,,,
,,,,499.0201,0.00118,,,
,,,,500.0201,0.00116,,,
,,,,501.0201,0.00115,,,
,,,,502.0201,0.00113,,,
,,,,503.0201,0.00112,,,
,,,,504.0201,0.00111,,,
,,,,505.0201,0.00109,,,
,,,,506.0201,0.00108,,,
,,,,507.0201,0.00106,,,
,,,,508.0201,0.00105,,,
,,,,509.0201,0.00104,,,
,,,,510.0201,0.00102,,,
,,,,511.0201,0.00101,,,
,,,,512.0201,0.001,,,
,,,,513.0201,0.00098,,,
,,,,514.0201,0.00097,,,
,,,,515.0201,0.00096,,,
,,,,516.0201,0.00095,,,
,,,,517.0201,0.00093,,,
,,,,518.0201,0.00092,,,
,,,,519.0201,0.00091,,,
,,,,520.0201,0.0009,,,
,,,,521.0201,0.00089,,,
,,,,522.0201,0.00087,,,
,,,,523.0201,0.00086,,,
,,,,524.0201,0.00085,,,
,,,,525.0201,0.00084,,,
,,,,526.0201,0.00083,,,
,,,,527.0201,0.00082,,,
,,,,528.0201,0.00081,,,
,,,,529.0201,0.0008,,,
,,,,530.0201,0.00079,,,
,,,,531.0201,0.00078,,,
,,,,532.0201,0.00077,,,
,,,,533.0201,0.00076,,,
,,,,534.0201,0.00075,,,
,,,,535.0201,0.00074,,,
,,,,536.0201,0.00073,,,
,,,,537.0201,0.00072,,,
,,,,538.0201,0.00071,,,
,,,,539.0201,0.0007,,,
,,,,540.0201,0.00069,,,
,,,,541.0201,0.00068,,,
,,,,542.0201,0.00067,,,
,,,,543.0201,0.00066,,,
,,,,544.0201,0.00065,,,
,,,,545.0201,0.00064,,,
,,,,546.0201,0.00063,,,
,,,,547.0201,0.00062,,,
,,,,548.0201,0.00062,,,
,,,,549.0201,0.00061,,,
,,,,550.0201,0.0006,,,
,,,,551.0201,0.00059,,,
,,,,552.0201,0.00058,,,
,,,,553.0201,0.00058,,,
,,,,554.0201,0.00057,,,
,,,,555.0201,0.00056,,,
,,,,556.0201,0.00055,,,
,,,,557.0201,0.00054,,,
,,,,558.0201,0.00054,,,
,,,,559.0201,0.00053,,,
,,,,560.0201,0.00052,,,
,,,,561.0201,0.00051,,,
,,,,562.0201,0.00051,,,
,,,,563.0201,0.0005,,,
,,,,564.0201,0.00049,,,
,,,,565.0201,0.00049,,,
,,,,566.0201,0.00048,,,
,,,,567.0201,0.00047,,,
,,,,568.0201,0.00047,,,
,,,,569.0201,0.00046,,,
,,,,570.0201,0.00045,,,
,,,,571.0201,0.00045,,,
,,,,572.0201,0.00044,,,
,,,,573.0201,0.00043,,,
,,,,574.0201,0.00043,,,
,,,,575.0201,0.00042,,,
,,,,576.0201,0.00042,,,
,,,,577.0201,0.00041,,,
,,,,578.0201,0.0004,,,
,,,,579.0201,0.0004,,,
,,,,580.0201,0.00039,,,
,,,,581.0201,0.00039,,,
,,,,582.0201,0.00038,,,
,,,,583.0201,0.00038,,,
,,,,584.0201,0.00037,,,
,,,,585.0201,0.00037,,,
,,,,586.0201,0.00036,,,
,,,,587.0201,0.00036,,,
,,,,588.0201,0.00035,,,
,,,,589.0201,0.00034,,,
,,,,590.0201,0.00034,,,
,,,,591.0201,0.00033,,,
,,,,592.0201,0.00033,,,
,,,,593.0201,0.00033,,,
,,,,594.0201,0.00032,,,
,,,,595.0201,0.00032,,,
,,,,596.0201,0.00031,,,
,,,,597.0201,0.00031,,,
,,,,598.0201,0.0003,,,
,,,,599.0201,0.0003,,,
,,,,600.0201,0.00029,,,
,,,,601.0201,0.00029,,,
,,,,602.0201,0.00028,,,
,,,,603.0201,0.00028,,,
,,,,604.0201,0.00028,,,
,,,,605.0201,0.00027,,,
,,,,606.0201,0.00027,,,
,,,,607.0201,0.00026,,,
,,,,608.0201,0.00026,,,
,,,,609.0201,0.00026,,,
,,,,610.0201,0.00025,,,
,,,,611.0201,0.00025,,,
,,,,612.0201,0.00025,,,
,,,,613.0201,0.00024,,,
,,,,614.0201,0.00024,,,
,,,,615.0201,0.00023,,,
,,,,616.0201,0.00023,,,
,,,,617.0201,0.00023,,,
,,,,618.0201,0.00022,,,
,,,,619.0201,0.00022,,,
,,,,620.0201,0.00022,,,
,,,,621.0201,0.00021,,,
,,,,622.0201,0.00021,,,
,,,,623.0201,0.00021,,,
,,,,624.0201,0.0002,,,
,,,,625.0201,0.0002,,,
,,,,626.0201,0.0002,,,
,,,,627.0201,0.0002,,,
,,,,628.0201,0.00019,,,
,,,,629.0201,0.00019,,,
,,,,630.0201,0.00019,,,
,,,,631.0201,0.00018,,,
,,,,632.0201,0.00018,,,
,,,,633.0201,0.00018,,,
,,,,634.0201,0.00018,,,
,,,,635.0201,0.00017,,,
,,,,636.0201,0.00017,,,
,,,,637.0201,0.00017,,,
,,,,638.0201,0.00016,,,
,,,,639.0201,0.00016,,,
,,,,640.0201,0.00016,,,
,,,,641.0201,0.00016,,,
,,,,642.0201,0.00015,,,
,,,,643.0201,0.00015,,,
,,,,644.0201,0.00015,,,
,,,,645.0201,0.00015,,,
,,,,646.0201,0.00015,,,
,,,,647.0201,0.00014,,,
,,,,648.0201,0.00014,,,
,,,,649.0201,0.00014,,,
,,,,650.0201,0.00014,,,
,,,,651.0201,0.00013,,,
,,,,652.0201,0.00013,,,
,,,,653.0201,0.00013,,,
,,,,654.0201,0.00013,,,
,,,,655.0201,0.00013,,,
,,,,656.0201,0.00012,,,
,,,,657.0201,0.00012,,,
,,,,658.0201,0.00012,,,
,,,,659.0201,0.00012,,,
,,,,660.0201,0.00012,,,
,,,,661.0201,0.00011,,,
,,,,662.0201,0.00011,,,
,,,,663.0201,0.00011,,,
,,,,664.0201,0.00011,,,
,,,,665.0201,0.00011,,,
,,,,666.0201,0.00011,,,
,,,,667.0201,0.0001,,,
,,,,668.0201,0.0001,,,
,,,,669.0201,0.0001,,,
,,,,670.0201,9.91E-05,,,
,,,,671.0201,9.75E-05,,,
,,,,672.0201,9.59E-05,,,
,,,,673.0201,9.44E-05,,,
,,,,674.0201,9.28E-05,,,
,,,,675.0201,9.13E-05,,,
,,,,676.0201,8.99E-05,,,
,,,,677.0201,8.84E-05,,,
,,,,678.0201,8.70E-05,,,
,,,,679.0201,8.56E-05,,,
,,,,680.0201,8.42E-05,,,
,,,,681.0201,8.28E-05,,,
,,,,682.0201,8.14E-05,,,
,,,,683.0201,8.01E-05,,,
,,,,684.0201,7.88E-05,,,
,,,,685.0201,7.75E-05,,,
,,,,686.0201,7.62E-05,,,
,,,,687.0201,7.50E-05,,,
,,,,688.0201,7.38E-05,,,
,,,,689.0201,7.25E-05,,,
,,,,690.0201,7.13E-05,,,
,,,,691.0201,7.02E-05,,,
,,,,692.0201,6.90E-05,,,
,,,,693.0201,6.79E-05,,,
,,,,694.0201,6.67E-05,,,
,,,,695.0201,6.56E-05,,,
,,,,696.0201,6.45E-05,,,
,,,,697.0201,6.35E-05,,,
,,,,698.0201,6.24E-05,,,
,,,,699.0201,6.14E-05,,,
,,,,700.0201,6.04E-05,,,
,,,,701.0201,5.93E-05,,,
,,,,702.0201,5.84E-05,,,
,,,,703.0201,5.74E-05,,,
,,,,704.0201,5.64E-05,,,
,,,,705.0201,5.55E-05,,,
,,,,706.0201,5.45E-05,,,
,,,,707.0201,5.36E-05,,,
,,,,708.0201,5.27E-05,,,
,,,,709.0201,5.18E-05,,,
,,,,710.0201,5.09E-05,,,
,,,,711.0201,5.01E-05,,,
,,,,712.0201,4.92E-05,,,
,,,,713.0201,4.84E-05,,,
,,,,714.0201,4.76E-05,,,
,,,,715.0201,4.68E-05,,,
,,,,716.0201,4.60E-05,,,
,,,,717.0201,4.52E-05,,,
,,,,718.0201,4.44E-05,,,
,,,,719.0201,4.37E-05,,,
,,,,720.0201,4.29E-05,,,
,,,,721.0201,4.22E-05,,,
,,,,722.0201,4.15E-05,,,
,,,,723.0201,4.08E-05,,,
,,,,724.0201,4.01E-05,,,
,,,,725.0201,3.94E-05,,,
,,,,726.0201,3.87E-05,,,
,,,,727.0201,3.80E-05,,,
,,,,728.0201,3.74E-05,,,
,,,,729.0201,3.67E-05,,,
,,,,730.0201,3.61E-05,,,
,,,,731.0201,3.55E-05,,,
,,,,732.0201,3.48E-05,,,
,,,,733.0201,3.42E-05,,,
,,,,734.0201,3.37E-05,,,
,,,,735.0201,3.31E-05,,,
,,,,736.0201,3.25E-05,,,
,,,,737.0201,3.19E-05,,,
,,,,738.0201,3.14E-05,,,
,,,,739.0201,3.08E-05,,,
,,,,740.0201,3.03E-05,,,
,,,,741.0201,2.98E-05,,,
,,,,742.0201,2.92E-05,,,
,,,,743.0201,2.87E-05,,,
,,,,744.0201,2.82E-05,,,
,,,,745.0201,2.77E-05,,,
,,,,746.0201,2.72E-05,,,
,,,,747.0201,2.67E-05,,,
,,,,748.0201,2.63E-05,,,
,,,,749.0201,2.58E-05,,,
,,,,750.0201,2.54E-05,,,
,,,,751.0201,2.49E-05,,,
,,,,752.0201,2.45E-05,,,
,,,,753.0201,2.40E-05,,,
,,,,754.0201,2.36E-05,,,
,,,,755.0201,2.32E-05,,,
,,,,756.0201,2.28E-05,,,
,,,,757.0201,2.24E-05,,,
,,,,758.0201,2.20E-05,,,
,,,,759.0201,2.16E-05,,,
,,,,760.0201,2.12E-05,,,
,,,,761.0201,2.08E-05,,,
,,,,762.0201,2.04E-05,,,
,,,,763.0201,2.01E-05,,,
,,,,764.0201,1.97E-05,,,
,,,,765.0201,1.94E-05,,,
,,,,766.0201,1.90E-05,,,
,,,,767.0201,1.87E-05,,,
,,,,768.0201,1.83E-05,,,
,,,,769.0201,1.80E-05,,,
,,,,770.0201,1.77E-05,,,
,,,,771.0201,1.73E-05,,,
,,,,772.0201,1.70E-05,,,
,,,,773.0201,1.67E-05,,,
,,,,774.0201,1.64E-05,,,
,,,,775.0201,1.61E-05,,,
,,,,776.0201,1.58E-05,,,
,,,,777.0201,1.55E-05,,,
,,,,778.0201,1.53E-05,,,
,,,,779.0201,1.50E-05,,,
,,,,780.0201,1.47E-05,,,
,,,,781.0201,1.44E-05,,,
,,,,782.0201,1.42E-05,,,
,,,,783.0201,1.39E-05,,,
,,,,784.0201,1.37E-05,,,
,,,,785.0201,1.34E-05,,,
,,,,786.0201,1.32E-05,,,
,,,,787.0201,1.29E-05,,,
,,,,788.0201,1.27E-05,,,
,,,,789.0201,1.24E-05,,,
,,,,790.0201,1.22E-05,,,
,,,,791.0201,1.20E-05,,,
,,,,792.0201,1.18E-05,,,
,,,,793.0201,1.15E-05,,,
,,,,794.0201,1.13E-05,,,
,,,,795.0201,1.11E-05,,,
,,,,796.0201,1.09E-05,,,
,,,,797.0201,1.07E-05,,,
,,,,798.0201,1.05E-05,,,
,,,,799.0201,1.03E-05,,,
,,,,800.0201,1.01E-05,,,
,,,,801.0201,9.93E-06,,,
,,,,802.0201,9.75E-06,,,
,,,,803.0201,9.57E-06,,,
,,,,804.0201,9.39E-06,,,
,,,,805.0201,9.21E-06,,,
,,,,806.0201,9.04E-06,,,
,,,,807.0201,8.87E-06,,,
,,,,808.0201,8.70E-06,,,
,,,,809.0201,8.54E-06,,,
,,,,810.0201,8.37E-06,,,
,,,,811.0201,8.22E-06,,,
,,,,812.0201,8.06E-06,,,
,,,,813.0201,7.91E-06,,,
,,,,814.0201,7.76E-06,,,
,,,,815.0201,7.61E-06,,,
,,,,816.0201,7.47E-06,,,
,,,,817.0201,7.32E-06,,,
,,,,818.0201,7.18E-06,,,
,,,,819.0201,7.05E-06,,,
,,,,820.0201,6.91E-06,,,
,,,,821.0201,6.78E-06,,,
,,,,822.0201,6.65E-06,,,
,,,,823.0201,6.52E-06,,,
,,,,824.0201,6.40E-06,,,
,,,,825.0201,6.28E-06,,,
,,,,826.0201,6.16E-06,,,
,,,,827.0201,6.04E-06,,,
,,,,828.0201,5.92E-06,,,
,,,,829.0201,5.81E-06,,,
,,,,830.0201,5.69E-06,,,
,,,,831.0201,5.58E-06,,,
,,,,832.0201,5.48E-06,,,
,,,,833.0201,5.37E-06,,,
,,,,834.0201,5.27E-06,,,
,,,,835.0201,5.16E-06,,,
,,,,836.0201,5.06E-06,,,
,,,,837.0201,4.97E-06,,,
,,,,838.0201,4.87E-06,,,
,,,,839.0201,4.77E-06,,,
,,,,840.0201,4.68E-06,,,
,,,,841.0201,4.59E-06,,,
,,,,842.0201,4.50E-06,,,
,,,,843.0201,4.41E-06,,,
,,,,844.0201,4.33E-06,,,
,,,,845.0201,4.24E-06,,,
,,,,846.0201,4.16E-06,,,
,,,,847.0201,4.08E-06,,,
,,,,848.0201,4.00E-06,,,
,,,,849.0201,3.92E-06,,,
,,,,850.0201,3.84E-06,,,
,,,,851.0201,3.77E-06,,,
,,,,852.0201,3.69E-06,,,
,,,,853.0201,3.62E-06,,,
,,,,854.0201,3.55E-06,,,
,,,,855.0201,3.48E-06,,,
,,,,856.0201,3.41E-06,,,
,,,,857.0201,3.34E-06,,,
,,,,858.0201,3.27E-06,,,
,,,,859.0201,3.21E-06,,,
,,,,860.0201,3.15E-06,,,
,,,,861.0201,3.08E-06,,,
,,,,862.0201,3.02E-06,,,
,,,,863.0201,2.96E-06,,,
,,,,864.0201,2.90E-06,,,
,,,,865.0201,2.84E-06,,,
,,,,866.0201,2.79E-06,,,
,,,,867.0201,2.73E-06,,,
,,,,868.0201,2.68E-06,,,
,,,,869.0201,2.62E-06,,,
,,,,870.0201,2.57E-06,,,
,,,,871.0201,2.52E-06,,,
,,,,872.0201,2.47E-06,,,
,,,,873.0201,2.42E-06,,,
,,,,874.0201,2.37E-06,,,
,,,,875.0201,2.32E-06,,,
,,,,876.0201,2.27E-06,,,
,,,,877.0201,2.23E-06,,,
,,,,878.0201,2.18E-06,,,
,,,,879.0201,2.14E-06,,,
,,,,880.0201,2.10E-06,,,
,,,,881.0201,2.05E-06,,,
,,,,882.0201,2.01E-06,,,
,,,,883.0201,1.97E-06,,,
,,,,884.0201,1.93E-06,,,
,,,,885.0201,1.89E-06,,,
,,,,886.0201,1.85E-06,,,
,,,,887.0201,1.81E-06,,,
,,,,888.0201,1.78E-06,,,
,,,,889.0201,1.74E-06,,,
,,,,890.0201,1.71E-06,,,
,,,,891.0201,1.67E-06,,,
,,,,892.0201,1.64E-06,,,
,,,,893.0201,1.60E-06,,,
,,,,894.0201,1.57E-06,,,
,,,,895.0201,1.54E-06,,,
,,,,896.0201,1.51E-06,,,
,,,,897.0201,1.47E-06,,,
,,,,898.0201,1.44E-06,,,
,,,,899.0201,1.41E-06,,,
,,,,900.0201,1.39E-06,,,
,,,,901.0201,1.36E-06,,,
,,,,902.0201,1.33E-06,,,
,,,,903.0201,1.30E-06,,,
,,,,904.0201,1.27E-06,,,
,,,,905.0201,1.25E-06,,,
,,,,906.0201,1.22E-06,,,
,,,,907.0201,1.20E-06,,,
,,,,908.0201,1.17E-06,,,
,,,,909.0201,1.15E-06,,,
,,,,910.0201,1.12E-06,,,
,,,,911.0201,1.10E-06,,,
,,,,912.0201,1.08E-06,,,
,,,,913.0201,1.05E-06,,,
,,,,914.0201,1.03E-06,,,
,,,,915.0201,1.01E-06,,,
,,,,916.0201,9.89E-07,,,
,,,,917.0201,9.68E-07,,,
,,,,918.0201,9.48E-07,,,
,,,,919.0201,9.28E-07,,,
,,,,920.0201,9.08E-07,,,
,,,,921.0201,8.89E-07,,,
,,,,922.0201,8.70E-07,,,
,,,,923.0201,8.52E-07,,,
,,,,924.0201,8.34E-07,,,
,,,,925.0201,8.16E-07,,,
,,,,926.0201,7.99E-07,,,
,,,,927.0201,7.82E-07,,,
,,,,928.0201,7.65E-07,,,
,,,,929.0201,7.49E-07,,,
,,,,930.0201,7.33E-07,,,
,,,,931.0201,7.17E-07,,,
,,,,932.0201,7.02E-07,,,
,,,,933.0201,6.87E-07,,,
,,,,934.0201,6.72E-07,,,
,,,,935.0201,6.58E-07,,,
,,,,936.0201,6.44E-07,,,
,,,,937.0201,6.30E-07,,,
,,,,938.0201,6.17E-07,,,
,,,,939.0201,6.03E-07,,,
,,,,940.0201,5.90E-07,,,
,,,,941.0201,5.78E-07,,,
,,,,942.0201,5.65E-07,,,
,,,,943.0201,5.53E-07,,,
,,,,944.0201,5.41E-07,,,
,,,,945.0201,5.30E-07,,,
,,,,946.0201,5.18E-07,,,
,,,,947.0201,5.07E-07,,,
,,,,948.0201,4.96E-07,,,
,,,,949.0201,4.85E-07,,,
,,,,950.0201,4.75E-07,,,
,,,,951.0201,4.64E-07,,,
,,,,952.0201,4.54E-07,,,
,,,,953.0201,4.44E-07,,,
,,,,954.0201,4.35E-07,,,
,,,,955.0201,4.25E-07,,,
,,,,956.0201,4.16E-07,,,
,,,,957.0201,4.07E-07,,,
,,,,958.0201,3.98E-07,,,
,,,,959.0201,3.89E-07,,,
,,,,960.0201,3.81E-07,,,
,,,,961.0201,3.72E-07,,,
,,,,962.0201,3.64E-07,,,
,,,,963.0201,3.56E-07,,,
,,,,964.0201,3.48E-07,,,
,,,,965.0201,3.41E-07,,,
,,,,966.0201,3.33E-07,,,
,,,,967.0201,3.26E-07,,,
,,,,968.0201,3.19E-07,,,
,,,,969.0201,3.12E-07,,,
,,,,970.0201,3.05E-07,,,
,,,,971.0201,2.98E-07,,,
,,,,972.0201,2.92E-07,,,
,,,,973.0201,2.85E-07,,,
,,,,974.0201,2.79E-07,,,
,,,,975.0201,2.73E-07,,,
,,,,976.0201,2.67E-07,,,
,,,,977.0201,2.61E-07,,,
,,,,978.0201,2.55E-07,,,
,,,,979.0201,2.49E-07,,,
,,,,980.0201,2.44E-07,,,
,,,,981.0201,2.38E-07,,,
,,,,982.0201,2.33E-07,,,
,,,,983.0201,2.28E-07,,,
,,,,984.0201,2.23E-07,,,
,,,,985.0201,2.18E-07,,,
,,,,986.0201,2.13E-07,,,
,,,,987.0201,2.08E-07,,,
,,,,988.0201,2.03E-07,,,
,,,,989.0201,1.99E-07,,,
,,,,990.0201,1.94E-07,,,
,,,,991.0201,1.90E-07,,,
,,,,992.0201,1.86E-07,,,
,,,,993.0201,1.81E-07,,,
,,,,994.0201,1.77E-07,,,
,,,,995.0201,1.73E-07,,,
,,,,996.0201,1.69E-07,,,
,,,,997.0201,1.66E-07,,,
,,,,998.0201,1.62E-07,,,
,,,,999.0201,1.58E-07,,,
,,,,1000.0201,1.55E-07,,,
,,,,1001.0201,1.51E-07,,,
,,,,1002.0201,1.48E-07,,,
,,,,1003.0201,1.44E-07,,,
,,,,1004.0201,1.41E-07,,,
,,,,1005.0201,1.38E-07,,,
,,,,1006.0201,1.35E-07,,,
,,,,1007.0201,1.32E-07,,,
,,,,1008.0201,1.29E-07,,,
,,,,1009.0201,1.26E-07,,,
,,,,1010.0201,1.23E-07,,,
,,,,1011.0201,1.20E-07,,,
,,,,1012.0201,1.17E-07,,,
,,,,1013.0201,1.15E-07,,,
,,,,1014.0201,1.12E-07,,,
,,,,1015.0201,1.09E-07,,,
,,,,1016.0201,1.07E-07,,,
,,,,1017.0201,1.04E-07,,,
,,,,1018.0201,1.02E-07,,,
,,,,1019.0201,9.96E-08,,,
,,,,1020.0201,9.73E-08,,,
,,,,1021.0201,9.50E-08,,,
,,,,1022.0201,9.28E-08,,,
,,,,1023.0201,9.07E-08,,,
,,,,1024.0201,8.86E-08,,,
,,,,1025.0201,8.65E-08,,,
,,,,1026.0201,8.45E-08,,,
,,,,1027.0201,8.26E-08,,,
,,,,1028.0201,8.07E-08,,,
,,,,1029.0201,7.88E-08,,,
,,,,1030.0201,7.69E-08,,,
,,,,1031.0201,7.52E-08,,,
,,,,1032.0201,7.34E-08,,,
,,,,1033.0201,7.17E-08,,,
,,,,1034.0201,7.00E-08,,,
,,,,1035.0201,6.84E-08,,,
,,,,1036.0201,6.68E-08,,,
,,,,1037.0201,6.52E-08,,,
,,,,1038.0201,6.37E-08,,,
,,,,1039.0201,6.22E-08,,,
,,,,1040.0201,6.07E-08,,,
,,,,1041.0201,5.93E-08,,,
,,,,1042.0201,5.79E-08,,,
,,,,1043.0201,5.65E-08,,,
,,,,1044.0201,5.52E-08,,,
,,,,1045.0201,5.39E-08,,,
,,,,1046.0201,5.26E-08,,,
,,,,1047.0201,5.14E-08,,,
,,,,1048.0201,5.02E-08,,,
,,,,1049.0201,4.90E-08,,,
,,,,1050.0201,4.78E-08,,,
,,,,1051.0201,4.67E-08,,,
,,,,1052.0201,4.56E-08,,,
,,,,1053.0201,4.45E-08,,,
,,,,1054.0201,4.35E-08,,,
,,,,1055.0201,4.24E-08,,,
,,,,1056.0201,4.14E-08,,,
,,,,1057.0201,4.04E-08,,,
,,,,1058.0201,3.95E-08,,,
,,,,1059.0201,3.85E-08,,,
,,,,1060.0201,3.76E-08,,,
,,,,1061.0201,3.67E-08,,,
,,,,1062.0201,3.58E-08,,,
,,,,1063.0201,3.50E-08,,,
,,,,1064.0201,3.41E-08,,,
,,,,1065.0201,3.33E-08,,,
,,,,1066.0201,3.25E-08,,,
,,,,1067.0201,3.17E-08,,,
,,,,1068.0201,3.10E-08,,,
,,,,1069.0201,3.02E-08,,,
,,,,1070.0201,2.95E-08,,,
,,,,1071.0201,2.88E-08,,,
,,,,1072.0201,2.81E-08,,,
,,,,1073.0201,2.74E-08,,,
,,,,1074.0201,2.68E-08,,,
,,,,1075.0201,2.61E-08,,,
,,,,1076.0201,2.55E-08,,,
,,,,1077.0201,2.49E-08,,,
,,,,1078.0201,2.43E-08,,,
,,,,1079.0201,2.37E-08,,,
,,,,1080.0201,2.31E-08,,,
,,,,1081.0201,2.25E-08,,,
,,,,1082.0201,2.20E-08,,,
,,,,1083.0201,2.15E-08,,,
,,,,1084.0201,2.09E-08,,,
,,,,1085.0201,2.04E-08,,,
,,,,1086.0201,1.99E-08,,,
,,,,1087.0201,1.94E-08,,,
,,,,1088.0201,1.90E-08,,,
,,,,1089.0201,1.85E-08,,,
,,,,1090.0201,1.80E-08,,,
,,,,1091.0201,1.76E-08,,,
,,,,1092.0201,1.72E-08,,,
,,,,1093.0201,1.68E-08,,,
,,,,1094.0201,1.63E-08,,,
,,,,1095.0201,1.59E-08,,,
,,,,1096.0201,1.55E-08,,,
,,,,1097.0201,1.52E-08,,,
,,,,1098.0201,1.48E-08,,,
,,,,1099.0201,1.44E-08,,,
,,,,1100.0201,1.41E-08,,,
,,,,1101.0201,1.37E-08,,,
,,,,1102.0201,1.34E-08,,,
,,,,1103.0201,1.31E-08,,,
,,,,1104.0201,1.27E-08,,,
,,,,1105.0201,1.24E-08,,,
,,,,1106.0201,1.21E-08,,,
,,,,1107.0201,1.18E-08,,,
,,,,1108.0201,1.15E-08,,,
,,,,1109.0201,1.12E-08,,,
,,,,1110.0201,1.09E-08,,,
,,,,1111.0201,1.07E-08,,,
,,,,1112.0201,1.04E-08,,,
,,,,1113.0201,1.02E-08,,,
,,,,1114.0201,9.90E-09,,,
,,,,1115.0201,9.65E-09,,,
,,,,1116.0201,9.41E-09,,,
,,,,1117.0201,9.17E-09,,,
,,,,1118.0201,8.94E-09,,,
,,,,1119.0201,8.72E-09,,,
,,,,1120.0201,8.50E-09,,,
,,,,1121.0201,8.29E-09,,,
,,,,1122.0201,8.08E-09,,,
,,,,1123.0201,7.88E-09,,,
,,,,1124.0201,7.68E-09,,,
,,,,1125.0201,7.49E-09,,,
,,,,1126.0201,7.30E-09,,,
,,,,1127.0201,7.11E-09,,,
,,,,1128.0201,6.93E-09,,,
,,,,1129.0201,6.76E-09,,,
,,,,1130.0201,6.59E-09,,,
,,,,1131.0201,6.42E-09,,,
,,,,1132.0201,6.26E-09,,,
,,,,1133.0201,6.10E-09,,,
,,,,1134.0201,5.95E-09,,,
,,,,1135.0201,5.80E-09,,,
,,,,1136.0201,5.65E-09,,,
,,,,1137.0201,5.50E-09,,,
,,,,1138.0201,5.36E-09,,,
,,,,1139.0201,5.23E-09,,,
,,,,1140.0201,5.10E-09,,,
,,,,1141.0201,4.97E-09,,,
,,,,1142.0201,4.84E-09,,,
,,,,1143.0201,4.72E-09,,,
,,,,1144.0201,4.59E-09,,,
,,,,1145.0201,4.48E-09,,,
,,,,1146.0201,4.36E-09,,,
,,,,1147.0201,4.25E-09,,,
,,,,1148.0201,4.14E-09,,,
,,,,1149.0201,4.04E-09,,,
,,,,1150.0201,3.93E-09,,,
,,,,1151.0201,3.83E-09,,,
,,,,1152.0201,3.73E-09,,,
,,,,1153.0201,3.64E-09,,,
,,,,1154.0201,3.54E-09,,,
,,,,1155.0201,3.45E-09,,,
,,,,1156.0201,3.36E-09,,,
,,,,1157.0201,3.28E-09,,,
,,,,1158.0201,3.19E-09,,,
,,,,1159.0201,3.11E-09,,,
,,,,1160.0201,3.03E-09,,,
,,,,1161.0201,2.95E-09,,,
,,,,1162.0201,2.87E-09,,,
,,,,1163.0201,2.80E-09,,,
,,,,1164.0201,2.73E-09,,,
,,,,1165.0201,2.66E-09,,,
,,,,1166.0201,2.59E-09,,,
,,,,1167.0201,2.52E-09,,,
,,,,1168.0201,2.45E-09,,,
,,,,1169.0201,2.39E-09,,,
,,,,1170.0201,2.33E-09,,,
,,,,1171.0201,2.27E-09,,,
,,,,1172.0201,2.21E-09,,,
,,,,1173.0201,2.15E-09,,,
,,,,1174.0201,2.09E-09,,,
,,,,1175.0201,2.04E-09,,,
,,,,1176.0201,1.99E-09,,,
